,humidity,wind_speed,meanpressure,year,month,day
0,84.5,0.0,1015.6666666666666,2013,1,1
1,92.0,2.98,1017.8,2013,1,2
2,87.0,4.633333333333334,1018.6666666666666,2013,1,3
3,71.33333333333333,1.2333333333333334,1017.1666666666666,2013,1,4
4,86.83333333333333,3.7,1016.5,2013,1,5
5,82.8,1.48,1018.0,2013,1,6
6,78.6,6.3,1020.0,2013,1,7
7,63.71428571428572,7.142857142857143,1018.7142857142856,2013,1,8
8,51.25,12.5,1017.0,2013,1,9
9,62.0,7.399999999999999,1015.6666666666666,2013,1,10
10,51.285714285714285,10.571428571428571,1016.1428571428572,2013,1,11
11,74.0,13.228571428571428,1015.5714285714286,2013,1,12
12,75.16666666666667,4.633333333333334,1013.3333333333334,2013,1,13
13,88.16666666666667,0.6166666666666667,1015.1666666666666,2013,1,14
14,71.85714285714286,0.5285714285714286,1015.8571428571428,2013,1,15
15,86.66666666666667,0.0,1016.6666666666666,2013,1,16
16,80.83333333333333,5.250000000000001,1015.8333333333334,2013,1,17
17,92.16666666666669,8.950000000000001,1014.5,2013,1,18
18,76.66666666666667,5.883333333333333,1021.6666666666666,2013,1,19
19,75.28571428571429,8.471428571428572,1020.2857142857144,2013,1,20
20,77.0,2.22,1021.0,2013,1,21
21,79.66666666666667,3.083333333333333,1021.8,2013,1,22
22,60.16666666666666,4.016666666666667,1020.5,2013,1,23
23,60.66666666666666,6.166666666666667,1020.5,2013,1,24
24,67.0,5.55,1020.75,2013,1,25
25,64.16666666666667,6.800000000000001,1019.6666666666666,2013,1,26
26,65.57142857142857,5.557142857142857,1018.1428571428572,2013,1,27
27,56.0,3.7,1017.8333333333334,2013,1,28
28,65.5,3.2375,1016.625,2013,1,29
29,70.42857142857143,1.0571428571428572,1017.8571428571428,2013,1,30
30,65.6,2.96,1018.4,2013,1,31
31,73.0,2.22,1016.0,2013,2,1
32,77.57142857142857,1.3285714285714287,1017.1428571428572,2013,2,2
33,65.57142857142857,1.8571428571428568,1015.2857142857144,2013,2,3
34,74.28571428571429,11.114285714285714,1014.5714285714286,2013,2,4
35,92.375,9.725,1016.375,2013,2,5
36,71.33333333333333,8.633333333333333,1018.6666666666666,2013,2,6
37,59.4,10.74,1018.6,2013,2,7
38,70.42857142857143,9.257142857142856,1017.1428571428572,2013,2,8
39,61.285714285714285,9.257142857142856,1016.8571428571428,2013,2,9
40,71.5,3.475,1017.125,2013,2,10
41,70.5,5.325,1016.5,2013,2,11
42,70.33333333333333,7.416666666666667,1017.5,2013,2,12
43,70.14285714285714,6.085714285714287,1016.0,2013,2,13
44,63.833333333333336,4.333333333333333,1014.1666666666666,2013,2,14
45,65.33333333333333,10.183333333333335,1011.6666666666666,2013,2,15
46,92.71428571428572,8.485714285714286,1008.0,2013,2,16
47,90.0,0.0,1012.6666666666666,2013,2,17
48,78.4,12.220000000000002,1016.2,2013,2,18
49,82.0,5.814285714285715,1015.7142857142856,2013,2,19
50,74.71428571428571,5.814285714285715,1017.0,2013,2,20
51,67.28571428571429,6.614285714285714,1015.4285714285714,2013,2,21
52,65.625,10.875000000000002,1016.0,2013,2,22
53,74.85714285714286,9.257142857142856,1017.0,2013,2,23
54,78.85714285714286,7.400000000000001,1018.8571428571428,2013,2,24
55,72.875,4.6375,1018.25,2013,2,25
56,70.0,17.587500000000002,1015.1428571428572,2013,2,26
57,57.2,6.660000000000001,1015.2,2013,2,27
58,52.85714285714285,12.957142857142856,1017.4285714285714,2013,2,28
59,49.333333333333336,24.066666666666663,1016.3333333333334,2013,3,1
60,54.0,15.725,1016.25,2013,3,2
61,62.833333333333336,8.633333333333333,1016.1666666666666,2013,3,3
62,71.0,5.5600000000000005,1015.8,2013,3,4
63,61.875,4.1625000000000005,1016.375,2013,3,5
64,65.28571428571429,6.871428571428573,1015.7142857142856,2013,3,6
65,57.142857142857146,8.728571428571428,1015.2857142857144,2013,3,7
66,44.833333333333336,7.1000000000000005,1014.8333333333334,2013,3,8
67,49.71428571428572,5.285714285714286,1009.2857142857144,2013,3,9
68,57.57142857142857,4.228571428571429,1008.0,2013,3,10
69,66.33333333333333,0.9333333333333332,1011.1666666666666,2013,3,11
70,62.5,4.933333333333334,1011.5,2013,3,12
71,70.5,5.55,1009.0,2013,3,13
72,61.16666666666666,12.033333333333331,1013.1666666666666,2013,3,14
73,45.833333333333336,7.716666666666668,1016.1666666666666,2013,3,15
74,67.66666666666667,3.7,1016.1666666666666,2013,3,16
75,58.66666666666666,8.95,1015.0,2013,3,17
76,58.142857142857146,17.457142857142856,1009.4285714285714,2013,3,18
77,73.66666666666667,10.483333333333333,1011.0,2013,3,19
78,36.333333333333336,6.800000000000001,1009.5,2013,3,20
79,58.5,10.5,1008.3333333333334,2013,3,21
80,50.25,9.7125,1006.375,2013,3,22
81,50.125,9.95,1007.625,2013,3,23
82,48.75,10.8875,1010.25,2013,3,24
83,45.5,15.9625,1010.625,2013,3,25
84,44.57142857142857,12.957142857142856,1008.8571428571428,2013,3,26
85,62.0,1.85,1009.0,2013,3,27
86,62.71428571428572,7.4142857142857155,1009.5714285714286,2013,3,28
87,70.375,5.550000000000001,1009.75,2013,3,29
88,54.75,11.1125,1008.625,2013,3,30
89,58.0,6.660000000000001,1008.6,2013,3,31
90,45.5,4.4,1008.5,2013,4,1
91,51.0,8.65,1009.5,2013,4,2
92,45.6,8.14,1009.0,2013,4,3
93,41.8,11.12,1007.8,2013,4,4
94,31.0,15.56,1007.0,2013,4,5
95,29.857142857142858,11.900000000000002,1006.1428571428572,2013,4,6
96,23.285714285714285,10.314285714285717,1005.0,2013,4,7
97,33.857142857142854,5.3,1006.0,2013,4,8
98,30.5,8.65,1005.3333333333334,2013,4,9
99,28.0,6.1,1006.7142857142856,2013,4,10
100,24.2,7.780000000000001,1006.4,2013,4,11
101,32.57142857142857,6.342857142857143,1007.5714285714286,2013,4,12
102,29.2,10.000000000000002,1008.4,2013,4,13
103,39.375,6.487499999999999,1007.0,2013,4,14
104,41.375,6.25,1003.875,2013,4,15
105,24.625,10.425,1000.0,2013,4,16
106,24.2,6.659999999999999,1002.2,2013,4,17
107,30.285714285714285,4.757142857142858,1002.8571428571428,2013,4,18
108,31.285714285714285,3.971428571428571,1002.5714285714286,2013,4,19
109,29.0,7.6375,1003.375,2013,4,20
110,38.66666666666666,13.883333333333333,1006.8333333333334,2013,4,21
111,45.375,7.650000000000001,1010.0,2013,4,22
112,44.125,4.625000000000001,1009.875,2013,4,23
113,41.71428571428572,2.1142857142857143,1008.5714285714286,2013,4,24
114,38.285714285714285,3.7,1007.7142857142856,2013,4,25
115,45.875,6.7125,1008.375,2013,4,26
116,31.428571428571427,13.485714285714286,1007.0,2013,4,27
117,28.0,12.971428571428572,1005.4285714285714,2013,4,28
118,26.375,7.875,1004.875,2013,4,29
119,32.0,7.928571428571429,1004.8571428571428,2013,4,30
120,15.857142857142858,12.685714285714289,1002.8333333333334,2013,5,1
121,22.166666666666668,11.433333333333335,1001.2,2013,5,2
122,31.571428571428573,9.0,999.4285714285714,2013,5,3
123,31.428571428571427,2.914285714285714,999.0,2013,5,4
124,31.125,3.0125,1000.625,2013,5,5
125,39.25,3.7,1001.625,2013,5,6
126,33.25,7.175000000000001,1002.0,2013,5,7
127,23.0,9.25,1001.1666666666666,2013,5,8
128,26.0,8.985714285714284,1000.8571428571428,2013,5,9
129,27.714285714285715,9.528571428571428,1000.1428571428572,2013,5,10
130,30.375,14.8125,999.875,2013,5,11
131,40.142857142857146,5.828571428571428,1003.7142857142856,2013,5,12
132,34.0,3.971428571428572,1003.5714285714286,2013,5,13
133,34.285714285714285,4.771428571428571,1001.5714285714286,2013,5,14
134,33.0,3.2375000000000003,999.8571428571428,2013,5,15
135,34.75,7.175000000000001,998.5,2013,5,16
136,28.166666666666668,9.866666666666667,1000.3333333333334,2013,5,17
137,42.2,12.966666666666669,999.0,2013,5,18
138,22.33333333333333,15.749999999999998,999.6666666666666,2013,5,19
139,24.2,7.4,998.4,2013,5,20
140,19.0,11.371428571428572,998.6666666666666,2013,5,21
